Survey_ID,Eater_Type,Motivation_Animal_Protection,Motivation_Concern_for_Environment,Motivation_Cost,Motivation_Health,Motivation_Religious_Spiritual_Beliefs,Motivation_Social_Influence ,Motivation_Social_Justice_or_World_Hunger,Motivation_Taste_Preferences,Motivation_Following_Food_Trend,Motivation_Feelings_of_Disgust_about_Meat,Age_Transitioned_to_Vegnism,Gender,State,Education,Political,Race_Ethnicity,Religion
6176,Omnivore,,,,,,,,,,,,Female,Arizona,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
6177,Omnivore,,,,,,,,,,,,Female,Indiana,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
6188,Omnivore,,,,,,,,,,,,Male,North Carolina,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
6198,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
6211,Omnivore,,,,,,,,,,,,Male,Utah,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
6213,Omnivore,,,,,,,,,,,,Female,Maine,High school diploma (or equivalent),Strongly Conservative,White,Do not actively practice a religion
6220,Omnivore,,,,,,,,,,,,Male,California,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
6236,Omnivore,,,,,,,,,,,,Female,Puerto Rico,High school diploma (or equivalent),Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
6240,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
6252,Omnivore,,,,,,,,,,,,Male,Washington,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6253,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6254,Omnivore,,,,,,,,,,,,Female,Wyoming,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
6259,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Some education after high school -  no degree,Strongly Conservative,White,Jewish
6261,Omnivore,,,,,,,,,,,,Female,New Hampshire,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6263,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
6266,Omnivore,,,,,,,,,,,,Female,North Carolina,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
6269,Omnivore,,,,,,,,,,,,Female,Oregon,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
6284,Omnivore,,,,,,,,,,,,Male,Puerto Rico,Bachelors degree,Strongly Liberal,White,Other religion (including two or more)
6286,Omnivore,,,,,,,,,,,,Female,Michigan,Less than 12th grade -  no diploma,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6299,Vegetarian,Somewhat,Strong,Somewhat,Very Strong,Not at All,Strong,Strong,Strong,Somewhat,Strong,32,Male,Hawaii,Some education after high school -  no degree,Moderately Conservative,White,Do not actively practice a religion
6300,Omnivore,,,,,,,,,,,,Female,Wyoming,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
6301,Omnivore,,,,,,,,,,,,Female,Tennessee,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
6304,Omnivore,,,,,,,,,,,,Female,Oklahoma,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
6308,Omnivore,,,,,,,,,,,,Female,Texas,Associates degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
6318,Omnivore,,,,,,,,,,,,Female,North Dakota,High school diploma (or equivalent),Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
6327,Omnivore,,,,,,,,,,,,Female,New Mexico,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6328,Omnivore,,,,,,,,,,,,Female,Nebraska,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
6330,Omnivore,,,,,,,,,,,,Female,Oregon,Some education after high school -  no degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
6331,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
6343,Omnivore,,,,,,,,,,,,Female,Michigan,Associates degree,Moderately Liberal,White,Do not actively practice a religion
6347,Vegan,Strong,Somewhat,Not at All,Mild,Not at All,Somewhat,Not at All,Not at All,Not at All,Strong,40,Female,North Dakota,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
6354,Omnivore,,,,,,,,,,,,Female,Tennessee,Some education after high school -  no degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
6355,Vegan,Very Strong,Strong,Very Strong,Very Strong,Strong,Not at All,Very Strong,Very Strong,Mild,Very Strong,61,Female,Pennsylvania,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6356,Vegan,Somewhat,Mild,Not at All,Somewhat,Not at All,Mild,Mild,Mild,Not at All,Not at All,40,Female,Texas,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
6359,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6380,Omnivore,,,,,,,,,,,,Male,Hawaii,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
6402,Omnivore,,,,,,,,,,,,Female,Tennessee,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
6417,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,47,Female,North Carolina,Graduate or professional degree,Moderately Liberal,Christian (Catholic -  Protestant -  etc.),Buddhist
6443,Omnivore,,,,,,,,,,,,Male,Delaware,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
6444,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
6472,Omnivore,,,,,,,,,,,,Female,South Dakota,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
6481,Omnivore,,,,,,,,,,,,Female,South Carolina,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
6493,Omnivore,,,,,,,,,,,,Male,Utah,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
6496,Omnivore,,,,,,,,,,,,Female,Georgia,Associates degree,Strongly Liberal,White,Buddhist
6510,Omnivore,,,,,,,,,,,,Female,Montana,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
6515,Omnivore,,,,,,,,,,,,Female,New Jersey,Bachelors degree,Moderately Conservative,White,Do not actively practice a religion
6527,Omnivore,,,,,,,,,,,,Male,Louisiana,Associates degree,Neutral/Centrist,White,Other religion (including two or more)
6533,Omnivore,,,,,,,,,,,,Male,Arizona,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
6535,Omnivore,,,,,,,,,,,,Female,Massachusetts,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
6565,Omnivore,,,,,,,,,,,,Female,Washington,Some education after high school -  no degree,Moderately Liberal,Christian (Catholic -  Protestant -  etc.),Hindu
6570,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
6579,Omnivore,,,,,,,,,,,,Female,Georgia,Graduate or professional degree,Strongly Liberal,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
6593,Omnivore,,,,,,,,,,,,Male,Montana,Some education after high school -  no degree,Moderately Conservative,White,Do not actively practice a religion
6603,Omnivore,,,,,,,,,,,,Male,Colorado,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
6606,Omnivore,,,,,,,,,,,,Female,Montana,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6619,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,24,Female,North Dakota,Bachelors degree,Neutral/Centrist,White,Other religion (including two or more)
6629,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
6657,Omnivore,,,,,,,,,,,,Female,Texas,High school diploma (or equivalent),Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
6697,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,23,Female,Puerto Rico,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
6710,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
6737,Omnivore,,,,,,,,,,,,Female,Oklahoma,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6739,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
6750,Omnivore,,,,,,,,,,,,Female,Pennsylvania,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6754,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelors degree,Strongly Liberal,White,Other religion (including two or more)
6760,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,19,Female,New Mexico,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
6765,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
6771,Omnivore,,,,,,,,,,,,Male,Indiana,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6796,Omnivore,,,,,,,,,,,,Female,Oklahoma,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6799,Omnivore,,,,,,,,,,,,Male,Minnesota,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
6814,Omnivore,,,,,,,,,,,,Male,New York,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
6824,Omnivore,,,,,,,,,,,,Female,Colorado,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6830,Omnivore,,,,,,,,,,,,Male,Oklahoma,High school diploma (or equivalent),Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
6831,Omnivore,,,,,,,,,,,,Female,Kansas,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
6833,Omnivore,,,,,,,,,,,,Male,Indiana,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
6835,Omnivore,,,,,,,,,,,,Female,Montana,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
6843,Omnivore,,,,,,,,,,,,Female,South Carolina,Bachelors degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
6849,Omnivore,,,,,,,,,,,,Male,Montana,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
6852,Omnivore,,,,,,,,,,,,Male,Oklahoma,Bachelors degree,Neutral/Centrist,White,Jewish
6857,Omnivore,,,,,,,,,,,,Male,Georgia,High school diploma (or equivalent),Strongly Liberal,Hispanic -  Latino -  or Spanish origin,Do not actively practice a religion
6864,Omnivore,,,,,,,,,,,,Male,Hawaii,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
6867,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Moderately Liberal,Christian (Catholic -  Protestant -  etc.),Buddhist
6869,Omnivore,,,,,,,,,,,,Male,Wyoming,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
6882,Omnivore,,,,,,,,,,,,Female,Texas,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6883,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
6907,Omnivore,,,,,,,,,,,,Male,Oregon,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
6920,Omnivore,,,,,,,,,,,,Female,Indiana,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
6924,Vegan,Very Strong,Somewhat,Not at All,Not at All,Strong,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,30,Male,South Carolina,High school diploma (or equivalent),Strongly Liberal,African American or Black,Christian (Catholic -  Protestant -  etc.)
6956,Omnivore,,,,,,,,,,,,Female,Montana,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6959,Omnivore,,,,,,,,,,,,Female,Michigan,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
6967,Omnivore,,,,,,,,,,,,Male,New Mexico,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
6971,Omnivore,,,,,,,,,,,,Male,North Carolina,Less than 12th grade -  no diploma,Moderately Liberal,White,Do not actively practice a religion
6976,Omnivore,,,,,,,,,,,,Female,Kansas,High school diploma (or equivalent),Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
6977,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Christian (Catholic -  Protestant -  etc.)
6994,Vegetarian,Very Strong,Not at All,Not at All,Somewhat,Not at All,Not at All,Not at All,Very Strong,Not at All,Very Strong,35,Female,Iowa,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7002,Omnivore,,,,,,,,,,,,Female,West Virginia,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
7004,Omnivore,,,,,,,,,,,,Female,Georgia,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7022,Omnivore,,,,,,,,,,,,Male,Texas,Associates degree,Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
7025,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,13,Female,Hawaii,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
7033,Omnivore,,,,,,,,,,,,Female,Georgia,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
7043,Omnivore,,,,,,,,,,,,Female,Oklahoma,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
7070,Omnivore,,,,,,,,,,,,Female,Hawaii,Bachelors degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
7078,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Strongly Conservative,White,Do not actively practice a religion
7100,Omnivore,,,,,,,,,,,,Male,North Carolina,Associates degree,Moderately Liberal,White,Do not actively practice a religion
7101,Omnivore,,,,,,,,,,,,Female,Georgia,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
7103,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,20,Female,Texas,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
7124,Omnivore,,,,,,,,,,,,Female,Arizona,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
7129,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,19,Female,California,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
7145,Omnivore,,,,,,,,,,,,Male,Iowa,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
7146,Omnivore,,,,,,,,,,,,Male,Texas,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
7149,Omnivore,,,,,,,,,,,,Male,Hawaii,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
7154,Omnivore,,,,,,,,,,,,Female,Oregon,Associates degree,Moderately Liberal,White,Do not actively practice a religion
7167,Omnivore,,,,,,,,,,,,Female,Hawaii,Graduate or professional degree,Moderately Liberal,Indian,Hindu
7169,Omnivore,,,,,,,,,,,,Female,North Carolina,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
7188,Omnivore,,,,,,,,,,,,Female,Alabama,Bachelors degree,Moderately Conservative,White,Do not actively practice a religion
7198,Omnivore,,,,,,,,,,,,Female,Louisiana,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
7204,Omnivore,,,,,,,,,,,,Female,Maine,Associates degree,Moderately Conservative,African American or Black,Christian (Catholic -  Protestant -  etc.)
7205,Omnivore,,,,,,,,,,,,Female,Tennessee,Bachelors degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
7211,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7224,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
7256,Omnivore,,,,,,,,,,,,Male,Texas,Graduate or professional degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Christian (Catholic -  Protestant -  etc.)
7261,Omnivore,,,,,,,,,,,,Female,North Dakota,Graduate or professional degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
7267,Omnivore,,,,,,,,,,,,Male,Idaho,Bachelors degree,Strongly Liberal,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
7283,Omnivore,,,,,,,,,,,,Male,Iowa,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7285,Omnivore,,,,,,,,,,,,Male,Michigan,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7286,Vegetarian,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,Not at All,Mild,Not at All,Not at All,50,Female,Massachusetts,Associates degree,Strongly Liberal,White,Do not actively practice a religion
7308,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelors degree,Neutral/Centrist,African American or Black,Do not actively practice a religion
7336,Omnivore,,,,,,,,,,,,Male,Minnesota,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7348,Vegetarian,Not at All,Not at All,Mild,Somewhat,Very Strong,Strong,Not at All,Not at All,Not at All,Not at All,22,Male,Michigan,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7352,Omnivore,,,,,,,,,,,,Male,Minnesota,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
7353,Omnivore,,,,,,,,,,,,Female,Oklahoma,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7366,Omnivore,,,,,,,,,,,,Female,Georgia,Bachelors degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
7379,Omnivore,,,,,,,,,,,,Female,Minnesota,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
7402,Omnivore,,,,,,,,,,,,Male,California,Graduate or professional degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
7408,Omnivore,,,,,,,,,,,,Male,Louisiana,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7429,Omnivore,,,,,,,,,,,,Female,Hawaii,Associates degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
7445,Omnivore,,,,,,,,,,,,Male,Georgia,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
7450,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
7455,Omnivore,,,,,,,,,,,,Male,Hawaii,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
7457,Omnivore,,,,,,,,,,,,Male,Georgia,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
7465,Omnivore,,,,,,,,,,,,Female,Georgia,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7475,Omnivore,,,,,,,,,,,,Male,Alabama,Graduate or professional degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
7478,Omnivore,,,,,,,,,,,,Female,Georgia,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
7482,Omnivore,,,,,,,,,,,,Male,Kentucky,Graduate or professional degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
7490,Omnivore,,,,,,,,,,,,Male,Arizona,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
7492,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,16,Female,Georgia,Bachelors degree,Moderately Liberal,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
7520,Omnivore,,,,,,,,,,,,Female,New Hampshire,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
7524,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,53,Male,Utah,Graduate or professional degree,Moderately Liberal,Middle Eastern,Do not actively practice a religion
7591,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,30,Female,Alabama,Associates degree,Moderately Liberal,White,Do not actively practice a religion
7610,Omnivore,,,,,,,,,,,,Female,Massachusetts,High school diploma (or equivalent),Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
7616,Omnivore,,,,,,,,,,,,Female,West Virginia,Associates degree,Strongly Liberal,White,Do not actively practice a religion
7618,Omnivore,,,,,,,,,,,,Female,Colorado,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
7620,Omnivore,,,,,,,,,,,,Female,Wyoming,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
7625,Omnivore,,,,,,,,,,,,Female,North Carolina,High school diploma (or equivalent),Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
7632,Omnivore,,,,,,,,,,,,Female,Arizona,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7641,Omnivore,,,,,,,,,,,,Male,Massachusetts,Bachelors degree,Moderately Conservative,White,Do not actively practice a religion
7655,Omnivore,,,,,,,,,,,,Male,Oklahoma,Graduate or professional degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
7661,Omnivore,,,,,,,,,,,,Female,Texas,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7662,Omnivore,,,,,,,,,,,,Female,Wyoming,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
7671,Omnivore,,,,,,,,,,,,Female,California,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7672,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7680,Omnivore,,,,,,,,,,,,Female,Texas,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
7682,Omnivore,,,,,,,,,,,,Female,California,Associates degree,Moderately Liberal,White,Do not actively practice a religion
7685,Omnivore,,,,,,,,,,,,Other,California,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Other religion (including two or more)
7689,Omnivore,,,,,,,,,,,,Male,Iowa,Bachelors degree,Neutral/Centrist,Indian,Christian (Catholic -  Protestant -  etc.)
7698,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
7701,Omnivore,,,,,,,,,,,,Female,Washington,High school diploma (or equivalent),Moderately Liberal,White,Do not actively practice a religion
7716,Omnivore,,,,,,,,,,,,Male,Iowa,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7724,Omnivore,,,,,,,,,,,,Female,Mississippi,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7736,Omnivore,,,,,,,,,,,,Male,Oklahoma,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
7741,Omnivore,,,,,,,,,,,,Female,Montana,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7745,Omnivore,,,,,,,,,,,,Female,Oklahoma,Bachelors degree,Moderately Liberal,Other race/ethnicity (including two or more),Do not actively practice a religion
7755,Omnivore,,,,,,,,,,,,Female,Montana,Bachelors degree,Strongly Liberal,White,Jewish
7790,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
7792,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,27,Male,New Mexico,Bachelors degree,Neutral/Centrist,Other race/ethnicity (including two or more),Do not actively practice a religion
7799,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,21,Female,Massachusetts,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7804,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,37,Female,Rhode Island,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7819,Omnivore,,,,,,,,,,,,Female,Georgia,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
7831,Omnivore,,,,,,,,,,,,Female,New Mexico,Graduate or professional degree,Neutral/Centrist,White,Jewish
7852,Omnivore,,,,,,,,,,,,Female,New Mexico,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7884,Omnivore,,,,,,,,,,,,Female,Oklahoma,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
7886,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Graduate or professional degree,Moderately Liberal,White,Jewish
7909,Omnivore,,,,,,,,,,,,Male,North Carolina,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
7920,Omnivore,,,,,,,,,,,,Male,Oregon,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
7922,Omnivore,,,,,,,,,,,,Female,Alabama,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7939,Omnivore,,,,,,,,,,,,Female,Georgia,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
7951,Vegan,Strong,Somewhat,Not at All,Mild,Strong,Somewhat,Not at All,Not at All,Not at All,Strong,30,Male,North Carolina,High school diploma (or equivalent),Strongly Conservative,African American or Black,Other religion (including two or more)
7956,Omnivore,,,,,,,,,,,,Female,South Dakota,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7980,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
7982,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
8001,Omnivore,,,,,,,,,,,,Other,Hawaii,Associates degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
8012,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
8029,Omnivore,,,,,,,,,,,,Female,Utah,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8050,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8061,Omnivore,,,,,,,,,,,,Female,Indiana,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
